AnimalBreed,AnimalDesexed,AnimalGender,locality
Jack Russell Terrier X,N,M,OTTOWAY
Fox Terrier X,Y,F,OTTOWAY
Border Collie,Y,F,OTTOWAY
Border Collie,N,M,OTTOWAY
Rottweiler X,Y,F,OTTOWAY
Neapolitan Mastiff,N,M,WINGFIELD
Labrador,Y,F,LARGS BAY
Border Collie,N,M,OAKDEN
Border Collie,Y,M,OAKDEN
Shih Tzu X,Y,M,OAKDEN
Maltese Terrier X,Y,F,OAKDEN
Poodle X - Toy,Y,M,OAKDEN
Rottweiler,N,M,OAKDEN
Staffordshire Bull Terrier X,Y,M,OAKDEN
Shih Tzu X,Y,M,OAKDEN
Malinois X,Y,M,OAKDEN
Pug,Y,M,OAKDEN
Labradoodle,Y,F,OAKDEN
Chihuahua X,Y,F,OAKDEN
Chihuahua,Y,M,NORTH HAVEN
Fox Terrier,Y,M,KILBURN
German Shepherd X,Y,M,WINGFIELD
Chihuahua X,N,M,WOODVILLE GARDENS
American Staffordshire Bull Terrier X,Y,F,DUDLEY PARK
Border Collie X,Y,F,PORT ADELAIDE
Schnauzer X - Miniature,Y,F,SEMAPHORE
Fox Terrier X - Miniature,Y,F,BIRKENHEAD
Maltese X,Y,F,BIRKENHEAD
Staffordshire Bull Terrier X,N,U,BIRKENHEAD
Jack Russell Terrier,N,U,BIRKENHEAD
Shar Pei X,N,F,BIRKENHEAD
Beagle X,Y,M,ROSEWATER
Maltese Terrier X,Y,M,HAMPSTEAD GARDENS
Maltese X,Y,M,LARGS BAY
Mastiff X,Y,M,KLEMZIG
Terrier X,Y,M,KLEMZIG
Maltese X,Y,F,KLEMZIG
Maltese X,Y,M,KLEMZIG
German Shepherd X,Y,F,KLEMZIG
Spoodle,Y,M,EXETER
Maltese X,Y,M,ETHELTON
Beagle X,Y,M,ETHELTON
Chihuahua,Y,M,NORTH HAVEN
Chihuahua,Y,F,NORTH HAVEN
Chihuahua,Y,M,NORTH HAVEN
Border Collie X,N,F,TAPEROO
Retriever,Y,M,TAPEROO
Golden Retriever,Y,F,TAPEROO
Beagle,Y,F,TAPEROO
Maltese X,Y,F,ETHELTON
Maltese X,Y,M,ETHELTON
Beagle X,Y,F,CROYDON PARK
German Shepherd X,Y,F,CROYDON PARK
Chihuahua,Y,M,CROYDON PARK
Chihuahua,Y,F,CROYDON PARK
Cavoodle,Y,M,LARGS BAY
Border Collie,Y,F,SEMAPHORE
Border Collie,N,F,LARGS BAY
Kelpie X,Y,M,GREENACRES
Poodle - Toy,Y,F,HILLCREST
Poodle - Toy,Y,F,HILLCREST
Terrier X,Y,M,FERRYDEN PARK
German Shepherd,N,M,FERRYDEN PARK
Pomeranian,N,F,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Maltese X,Y,F,FERRYDEN PARK
Poodle,Y,F,FERRYDEN PARK
Australian Terrier,Y,F,FERRYDEN PARK
Silky Terrier,Y,M,FERRYDEN PARK
Jack Russell Terrier X,Y,M,FERRYDEN PARK
Chihuahua,N,F,FERRYDEN PARK
Maltese Terrier X,Y,M,FERRYDEN PARK
Labrador,N,M,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Cavalier King Charles Spaniel,Y,M,FERRYDEN PARK
Cavalier King Charles Spaniel,Y,M,FERRYDEN PARK
Maltese X,Y,M,FERRYDEN PARK
American Bulldog,N,M,FERRYDEN PARK
Beagle X,Y,M,FERRYDEN PARK
Australian Shepherd,Y,M,FERRYDEN PARK
Australian Shepherd,N,M,FERRYDEN PARK
Fox Terrier X,N,M,FERRYDEN PARK
Jack Russell Terrier X,Y,M,FERRYDEN PARK
Siberian Husky,Y,F,FERRYDEN PARK
Husky,N,F,FERRYDEN PARK
Staffordshire Bull Terrier X,Y,F,FERRYDEN PARK
German Shorthaired Pointer,N,F,CLEARVIEW
German Shorthaired Pointer,N,F,CLEARVIEW
Chihuahua,N,M,OAKDEN
Chihuahua,Y,F,OAKDEN
Terrier X,Y,M,BIRKENHEAD
Wolfhound X,Y,F,BIRKENHEAD
Tibetan Spaniel X,Y,F,OAKDEN
Pugalier,Y,M,OAKDEN
Pomeranian,Y,F,OAKDEN
Silky Terrier X -  Miniature,Y,M,PORT ADELAIDE
Maltese X,Y,M,NORTHGATE
Blue Heeler X,Y,F,NORTHGATE
Japanese Spitz,Y,F,NORTHGATE
Cavoodle,Y,F,NORTHGATE
Maltese X,Y,F,NORTHGATE
Maltese X,Y,F,NORTHGATE
Maltese X,Y,F,NORTHGATE
Cairn Terrier X,Y,F,NORTHGATE
Cavalier King Charles Spaniel,Y,M,NORTHGATE
Border Collie X,Y,M,NORTHGATE
Labrador,Y,M,NORTHGATE
Cavoodle,Y,F,NORTHGATE
Cavoodle,Y,F,NORTHGATE
Shetland Sheepdog (Sheltie),Y,F,NORTHGATE
Cocker Spaniel,Y,F,NORTHGATE
Maltese,Y,M,NORTHGATE
Groodle,Y,F,NORTHGATE
Golden Retriever,Y,F,NORTHGATE
Golden Retriever,N,M,NORTHGATE
Golden Retriever,Y,M,NORTHGATE
Maltese X,Y,M,NORTHGATE
Cavoodle,Y,M,NORTHGATE
Staffordshire Bull Terrier,Y,M,ROSEWATER
Red Heeler X,Y,F,ROSEWATER
Kelpie,N,F,OTTOWAY
Rhodesian Ridgeback X,N,M,OTTOWAY
Kelpie X,Y,F,OTTOWAY
Maltese X,Y,F,CLEARVIEW
Staffordshire Bull Terrier X,Y,M,WINDSOR GARDENS
Maltese Terrier X,Y,F,CROYDON PARK
Maltese Terrier X,Y,F,CROYDON PARK
Maltese X,Y,F,CROYDON PARK
Pug,Y,M,HAMPSTEAD GARDENS
Dachshund - Miniature,Y,F,HILLCREST
Chihuahua X,N,M,ENFIELD
Rhodesian Ridgeback,Y,F,HAMPSTEAD GARDENS
German Shepherd,Y,F,HAMPSTEAD GARDENS
Jack Russell Terrier X,N,F,WINDSOR GARDENS
Heeler,Y,F,BROADVIEW
Heeler,Y,F,BROADVIEW
Cattle Dog X,Y,F,BROADVIEW
Corgi X,Y,M,HOLDEN HILL
Cocker Spaniel,Y,M,BROADVIEW
Poodle - Toy,Y,M,NORTHGATE
Kelpie X,N,F,NORTHGATE
Cavalier King Charles Spaniel X,N,M,NORTHGATE
Labrador,Y,M,NORTHGATE
Labrador X,Y,F,NORTHGATE
Golden Retriever,Y,F,NORTHGATE
German Shepherd,N,M,NORTHGATE
Shih Tzu,Y,M,NORTHGATE
Cavalier King Charles Spaniel,Y,F,NORTHGATE
Golden Retriever X,Y,M,NORTHGATE
Beagle,Y,F,NORTHGATE
Labrador,Y,M,NORTHGATE
English Springer Spaniel,Y,M,NORTHGATE
Kelpie X,Y,M,NORTHGATE
Pug,Y,M,NORTHGATE
Labrador,Y,M,NORTHGATE
Labradoodle,Y,M,NORTHGATE
Maltese X,Y,F,NORTHGATE
Jack Russell Terrier,Y,F,NORTHGATE
Jack Russell Terrier,N,F,NORTHGATE
Jack Russell Terrier,N,F,NORTHGATE
Cavalier King Charles Spaniel,Y,M,NORTHGATE
Beagle X,Y,M,NORTHGATE
American Bulldog,Y,F,NORTHGATE
Chihuahua X,N,F,NORTHGATE
Chihuahua X,N,M,NORTHGATE
West Highland Terrier,Y,F,NORTHGATE
Labrador,Y,M,NORTHGATE
Staffordshire Bull Terrier X,Y,F,NORTHGATE
Kelpie X,Y,F,NORTHGATE
Golden Retriever,Y,M,NORTHGATE
Cavalier King Charles Spaniel,Y,M,NORTHGATE
Beagle X,Y,M,NORTHGATE
Labrador,Y,M,NORTHGATE
Golden Retriever,Y,M,NORTHGATE
Cavoodle,Y,F,FERRYDEN PARK
Labrador,N,M,KLEMZIG
Saint Bernard,N,M,ALBERTON
Rottweiler,Y,F,CLEARVIEW
Doberman,Y,M,HILLCREST
Spoodle X,Y,F,HILLCREST
Blue Heeler X,Y,M,ALBERTON
Collie - Rough,Y,M,NORTH HAVEN
Maltese X,Y,F,LARGS NORTH
Poodle,Y,F,BROADVIEW
Tenterfield Terrier,Y,M,BROADVIEW
Tenterfield Terrier,Y,F,BROADVIEW
Labrador,Y,M,QUEENSTOWN
Labrador,N,M,GILLES PLAINS
Jack Russell Terrier X,Y,F,OAKDEN
Maltese Terrier X,Y,F,OAKDEN
Chihuahua X,Y,M,OAKDEN
Lhasa Apso X,Y,M,GREENACRES
Border Collie,N,M,PORT ADELAIDE
Chihuahua,Y,M,TAPEROO
Chihuahua X,Y,F,TAPEROO
Malinois,Y,M,TAPEROO
Maltese Terrier X,Y,M,TAPEROO
Labradoodle - Miniature,Y,M,TAPEROO
Schnauzer,Y,F,FERRYDEN PARK
Kelpie X,Y,M,FERRYDEN PARK
Chihuahua X,N,M,FERRYDEN PARK
American Staffordshire Bull Terrier X,Y,F,FERRYDEN PARK
Maltese X,Y,F,HAMPSTEAD GARDENS
Shar Pei X,N,M,CLEARVIEW
Shih Tzu X,N,F,ROSEWATER
Labradoodle X,N,F,ROSEWATER
Rhodesian Ridgeback,Y,F,ROSEWATER
Cavoodle,Y,F,NORTHGATE
Cavoodle,Y,M,NORTHGATE
Doberman,Y,F,NORTHFIELD
Keeshond,Y,F,OAKDEN
Keeshond,Y,U,OAKDEN
Labradoodle,Y,M,OAKDEN
Dachshund - Miniature,Y,F,QUEENSTOWN
Greyhound,Y,M,WINDSOR GARDENS
Greyhound,Y,F,WINDSOR GARDENS
Dalmation,Y,F,WINDSOR GARDENS
Maltese X,N,F,WINDSOR GARDENS
Staffordshire Bull Terrier,N,F,WINDSOR GARDENS
Blue Heeler X,Y,M,WINDSOR GARDENS
Chihuahua,Y,F,WINDSOR GARDENS
Chihuahua X,Y,F,WINDSOR GARDENS
Staffordshire Bull Terrier X,N,F,WINDSOR GARDENS
Maltese X,Y,F,WINDSOR GARDENS
American Staffordshire Bull Terrier X,Y,F,WINDSOR GARDENS
Shih Tzu,Y,F,WINDSOR GARDENS
Shih Tzu,Y,F,WINDSOR GARDENS
Maltese X,Y,U,WINDSOR GARDENS
Cavalier King Charles Spaniel,Y,F,WINDSOR GARDENS
Maltese X,Y,F,WINDSOR GARDENS
Maltese Terrier X,Y,F,WINDSOR GARDENS
Jack Russell Terrier X,Y,F,WINDSOR GARDENS
Jack Russell Terrier X,N,M,WINDSOR GARDENS
Bichon Frise,Y,F,WINDSOR GARDENS
Maltese X,Y,F,WINDSOR GARDENS
Maltese Terrier X,Y,M,WINDSOR GARDENS
Cavalier King Charles Spaniel,Y,M,WINDSOR GARDENS
Maltese Terrier X,Y,M,WINDSOR GARDENS
Maltese X,Y,F,WINDSOR GARDENS
Akita,N,F,WINDSOR GARDENS
Spoodle,Y,M,WINDSOR GARDENS
Maltese X,Y,F,ETHELTON
Maltalier,Y,M,ETHELTON
Labrador,Y,M,NORTHGATE
Labrador,Y,F,BROADVIEW
Doberman X,Y,M,ENFIELD
Chihuahua X,N,F,WOODVILLE GARDENS
Staffordshire Bull Terrier,N,F,WOODVILLE GARDENS
Poodle - Toy,Y,M,HILLCREST
Kelpie X,N,F,TAPEROO
English Staffordshire Bull Terrier,Y,F,OSBORNE
Alaskan Malamute,N,F,OSBORNE
Dachshund - Miniature,Y,M,LARGS NORTH
Greyhound,Y,M,LARGS NORTH
Schnoodle,Y,F,WINDSOR GARDENS
Labrador,Y,M,WINDSOR GARDENS
Golden Retriever X,Y,M,CROYDON PARK
Maltese Terrier X,Y,M,CROYDON PARK
German Shepherd,N,M,CROYDON PARK
Maltese X,Y,F,CROYDON PARK
Poodle,Y,M,CROYDON PARK
Chihuahua,Y,F,CROYDON PARK
Rottweiler,Y,M,CROYDON PARK
Labrador,N,M,CROYDON PARK
French Bulldog,N,M,CROYDON PARK
Pug,N,F,CROYDON PARK
Poodle - Toy,N,M,CROYDON PARK
Maltese X,Y,F,BIRKENHEAD
Maltese X,Y,F,BIRKENHEAD
Staffordshire Bull Terrier X,Y,F,BIRKENHEAD
Tenterfield Terrier,N,F,BIRKENHEAD
Pugalier,N,F,BIRKENHEAD
Pug,Y,F,BIRKENHEAD
Pugalier,Y,M,BIRKENHEAD
Maltese X,Y,M,BIRKENHEAD
Maltese X,Y,M,BIRKENHEAD
Cocker Spaniel X,Y,M,BIRKENHEAD
Labrador,Y,F,BIRKENHEAD
Labrador,N,M,BIRKENHEAD
Maltese X,Y,F,BIRKENHEAD
Boxer,N,M,BIRKENHEAD
Boxer,Y,F,BIRKENHEAD
Bull Mastiff X,Y,M,BIRKENHEAD
Staffordshire Bull Terrier X,Y,M,BIRKENHEAD
Terrier X,Y,M,HILLCREST
Maltese X,Y,M,HILLCREST
Maltese X,Y,F,HILLCREST
Chihuahua,Y,M,MANNINGHAM
Poodle,Y,F,MANNINGHAM
Maltese X,N,M,ROSEWATER
Maltese,Y,F,BIRKENHEAD
Maltese X,Y,F,HAMPSTEAD GARDENS
Collie X,Y,F,SEMAPHORE
American Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Schnauzer X,Y,F,HILLCREST
Kelpie X,Y,F,NORTHGATE
Siberian Husky,Y,M,NORTHGATE
Staffordshire Bull Terrier X,Y,F,NORTHGATE
American Staffordshire Bull Terrier,Y,F,NORTHGATE
Golden Retriever,Y,F,NORTHGATE
Cavalier King Charles Spaniel X,Y,F,NORTHGATE
Corgi,Y,M,NORTHGATE
Maltese X,Y,M,NORTHGATE
Maltese Terrier X,N,F,NORTHGATE
Shih Tzu X,Y,M,NORTHGATE
Cavalier King Charles Spaniel,Y,F,NORTHGATE
Cavalier King Charles Spaniel,Y,F,NORTHGATE
Cavalier King Charles Spaniel,Y,M,NORTHGATE
Jack Russell Terrier,Y,M,NORTHGATE
Cavalier King Charles Spaniel X,N,M,NORTHGATE
Whippet,Y,M,NORTHGATE
Greyhound,Y,F,NORTHGATE
Shih Tzu X,Y,M,NORTHGATE
Maltese X,Y,M,NORTHGATE
Maltese X,Y,F,NORTHGATE
Cavalier King Charles Spaniel,N,F,NORTHGATE
Beagle,Y,F,NORTHGATE
Labrador X,Y,M,NORTHGATE
Labrador X,Y,M,NORTHGATE
Beagle,Y,M,NORTHGATE
American Staffordshire Bull Terrier,Y,F,NORTHGATE
German Shepherd,Y,F,NORTHGATE
Basenji,Y,M,NORTHGATE
Jack Russell Terrier,Y,F,NORTHGATE
Maltese X,Y,M,NORTHGATE
American Cocker Spaniel,Y,F,NORTHGATE
Maltese X,Y,M,NORTHGATE
Beagle,Y,F,NORTHGATE
Cross Breed,N,F,NORTHGATE
Doberman,Y,M,NORTHGATE
Moodle,Y,F,NORTHGATE
Maltese X,Y,F,NORTHGATE
Weimaraner,Y,M,NORTHGATE
Weimaraner,Y,F,NORTHGATE
Border Collie X,Y,F,NORTHGATE
English Pointer,Y,F,NORTHGATE
Labradoodle,Y,M,NORTHGATE
Poodle X,Y,M,NORTHGATE
Poodle X,Y,M,NORTHGATE
Labrador X,Y,F,NORTHGATE
Labrador,Y,F,NORTHGATE
Maltese X,N,F,EXETER
Springer Spaniel,Y,F,EXETER
Pomeranian X,Y,M,EXETER
Staffordshire Bull Terrier,Y,M,EXETER
Miniature Pinscher,Y,M,TAPEROO
Chihuahua,Y,F,TAPEROO
Shih Tzu,Y,M,TAPEROO
Chihuahua X,Y,M,BLAIR ATHOL
Maltese X,Y,M,BLAIR ATHOL
Beagle,Y,M,HAMPSTEAD GARDENS
Kelpie,Y,F,HAMPSTEAD GARDENS
Labrador,Y,F,KLEMZIG
Jack Russell Terrier X,Y,U,WINDSOR GARDENS
Jack Russell Terrier,Y,F,WINDSOR GARDENS
Keeshond,Y,M,WINDSOR GARDENS
Maltese X,N,M,WINDSOR GARDENS
Kelpie X,Y,M,WINDSOR GARDENS
Beagle X,Y,M,WINDSOR GARDENS
Maltese X,Y,M,WINDSOR GARDENS
Kelpie X,N,M,WINDSOR GARDENS
Japanese Spitz,Y,F,WINDSOR GARDENS
Jack Russell Terrier X,Y,M,KLEMZIG
Labradoodle,Y,M,KLEMZIG
Fox Terrier - Miniature,Y,M,NORTHFIELD
Red Heeler X,N,M,KLEMZIG
Labrador,Y,M,KLEMZIG
Chihuahua,N,M,TAPEROO
Maltese Terrier X,Y,F,TAPEROO
Pembroke Corgi,Y,M,NORTHGATE
Tenterfield Terrier,N,F,TAPEROO
Siberian Husky,N,F,TAPEROO
Cocker Spaniel X,Y,F,NORTHGATE
Poodle,Y,F,WINDSOR GARDENS
Poodle,Y,M,WINDSOR GARDENS
Rottweiler,Y,M,FERRYDEN PARK
Rottweiler,Y,F,FERRYDEN PARK
Maltese X,N,M,FERRYDEN PARK
Border Collie X,Y,F,FERRYDEN PARK
Jack Russell Terrier,Y,F,FERRYDEN PARK
Maltese X,Y,M,FERRYDEN PARK
Lhasa Apso,Y,F,FERRYDEN PARK
Moodle,Y,F,FERRYDEN PARK
Jack Russell Terrier X,Y,F,FERRYDEN PARK
Jack Russell Terrier,Y,M,FERRYDEN PARK
Maltese X,N,F,FERRYDEN PARK
Fox Terrier X,N,F,FERRYDEN PARK
Fox Terrier,Y,F,FERRYDEN PARK
Chihuahua,Y,F,FERRYDEN PARK
Chihuahua X,Y,M,FERRYDEN PARK
German Shepherd,N,M,FERRYDEN PARK
German Shepherd,N,F,FERRYDEN PARK
Chihuahua,N,F,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Beagle X,Y,M,FERRYDEN PARK
Border Collie X,Y,M,FERRYDEN PARK
Maltese X,Y,U,FERRYDEN PARK
Labrador,Y,M,FERRYDEN PARK
Labrador X,Y,M,FERRYDEN PARK
American Staffordshire Bull Terrier,N,M,FERRYDEN PARK
Schnauzer X - Miniature,Y,F,FERRYDEN PARK
Pug X,Y,M,FERRYDEN PARK
German Shepherd,Y,F,FERRYDEN PARK
Labrador X,Y,F,FERRYDEN PARK
Poodle - Toy,Y,F,FERRYDEN PARK
Chihuahua X,Y,M,FERRYDEN PARK
Rottweiler X,N,M,FERRYDEN PARK
Shih Tzu X,N,F,FERRYDEN PARK
Siberian Husky,N,F,FERRYDEN PARK
Border Collie,Y,M,FERRYDEN PARK
Border Collie X,Y,F,FERRYDEN PARK
Beagle,Y,F,FERRYDEN PARK
Silky Terrier,Y,M,FERRYDEN PARK
Poodle X - Miniature,Y,M,FERRYDEN PARK
Pomeranian X,Y,F,FERRYDEN PARK
Maltese X,Y,F,FERRYDEN PARK
Chihuahua,N,F,FERRYDEN PARK
Pomeranian,N,F,FERRYDEN PARK
Silky Terrier,Y,F,FERRYDEN PARK
Australian Terrier,Y,F,FERRYDEN PARK
Border Collie,Y,F,FERRYDEN PARK
American Staffordshire Bull Terrier X,Y,F,FERRYDEN PARK
Maltese Terrier,N,M,FERRYDEN PARK
Poodle,N,M,WOODVILLE GARDENS
Keeshond,N,M,FERRYDEN PARK
Staffordshire Bull Terrier X,Y,U,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Maltese X,N,M,FERRYDEN PARK
American Staffordshire Bull Terrier,Y,M,FERRYDEN PARK
Jack Russell Terrier X,Y,F,FERRYDEN PARK
Poodle - Miniature,Y,F,FERRYDEN PARK
Pomeranian X,N,M,FERRYDEN PARK
Border Collie X,N,F,FERRYDEN PARK
German Shepherd X,N,F,FERRYDEN PARK
Staffordshire Bull Terrier X,Y,F,FERRYDEN PARK
Poodle - Toy,Y,F,FERRYDEN PARK
Chihuahua,N,F,TAPEROO
Beagle X,N,M,TAPEROO
Maltese X,Y,F,NORTH HAVEN
Chihuahua,Y,M,WOODVILLE GARDENS
Chihuahua,N,M,WOODVILLE GARDENS
Cavalier King Charles Spaniel,Y,F,HILLCREST
Staffordshire Bull Terrier X,Y,F,TAPEROO
Bichon Frise X,Y,F,NORTHGATE
American Staffordshire Bull Terrier,Y,F,NORTHGATE
Maltese X,Y,M,PORT ADELAIDE
Malinois,Y,F,DUDLEY PARK
Maltese,Y,M,DUDLEY PARK
Pug X,Y,F,SEMAPHORE
Pug,Y,F,SEMAPHORE
Maltese Terrier X,N,M,SEMAPHORE
Blue Heeler,N,F,OTTOWAY
Beagle X,Y,F,OTTOWAY
Cocker Spaniel X,Y,M,OTTOWAY
West Highland Terrier,Y,M,MANNINGHAM
Border Collie X,Y,F,TAPEROO
English Staffordshire Bull Terrier,Y,M,TAPEROO
Malinois,N,M,WINDSOR GARDENS
Dachshund X,Y,M,EXETER
Shih Tzu X,Y,F,EXETER
Shih Tzu X,Y,M,ALBERTON
Cavalier King Charles Spaniel,Y,F,KLEMZIG
Cavalier King Charles Spaniel,Y,M,KLEMZIG
Golden Retriever,N,M,NORTHFIELD
Chihuahua - Smooth Coat,Y,M,LARGS BAY
Jack Russell Terrier X,Y,M,LARGS BAY
Fox Terrier X,Y,F,ENFIELD
Staffordshire Bull Terrier X,Y,M,GILLMAN
Australian Terrier,Y,M,GILLMAN
Pomeranian X,Y,F,GILLMAN
American Staffordshire Bull Terrier,Y,F,GILLMAN
Jack Russell Terrier X,Y,M,GILLMAN
Poodle X,Y,M,GILLMAN
Terrier,N,M,TAPEROO
German Shepherd,Y,F,TAPEROO
German Shepherd X,Y,F,SEMAPHORE
Maltese X,N,U,CROYDON PARK
Pomeranian X,N,F,CROYDON PARK
German Shepherd - Long Haired,N,F,CLEARVIEW
Papillion,N,M,CLEARVIEW
Cairn Terrier,N,M,ALBERTON
Staffordshire Bull Terrier,N,F,TAPEROO
Kelpie X,Y,F,PORT ADELAIDE
Schnauzer,Y,M,NORTHFIELD
Tenterfield Terrier,N,F,FERRYDEN PARK
Fox Terrier X,Y,M,FERRYDEN PARK
Shih Tzu,N,F,FERRYDEN PARK
Chihuahua,N,M,FERRYDEN PARK
Boston Terrier,Y,M,FERRYDEN PARK
Dachshund - Miniature,Y,M,BROADVIEW
Poodle - Toy,Y,M,BROADVIEW
Maltese X,Y,F,WINDSOR GARDENS
Border Collie,Y,M,WINDSOR GARDENS
Jack Russell Terrier X,Y,F,WINDSOR GARDENS
Cross Breed,Y,M,WINDSOR GARDENS
Cocker Spaniel,Y,F,ALBERTON
Fox Terrier X,Y,U,KLEMZIG
Blue Heeler X,N,M,GILLES PLAINS
Cocker Spaniel,Y,F,KLEMZIG
Schnauzer,Y,F,KLEMZIG
Jack Russell Terrier X,Y,F,SEMAPHORE
Heeler X,N,M,KLEMZIG
Heeler X,Y,F,KLEMZIG
Staffordshire Bull Terrier X,Y,F,KLEMZIG
Chihuahua X,Y,F,KLEMZIG
Siberian Husky,Y,F,ENFIELD
Border Collie,Y,F,BROADVIEW
Shih Tzu X,Y,M,BROADVIEW
Shih Tzu,Y,M,BROADVIEW
Staffordshire Bull Terrier,Y,F,NORTH HAVEN
English Staffordshire Bull Terrier,N,M,NORTH HAVEN
Bull Terrier X,Y,M,NORTH HAVEN
Cavalier King Charles Spaniel,Y,M,NORTH HAVEN
Pugalier,N,F,NORTH HAVEN
Kelpie,N,M,SEMAPHORE SOUTH
Kelpie,Y,F,SEMAPHORE SOUTH
Cavalier King Charles Spaniel X,Y,F,SEMAPHORE SOUTH
Poodle X,Y,M,HAMPSTEAD GARDENS
West Highland Terrier X,Y,F,HAMPSTEAD GARDENS
Jack Russell Terrier,N,F,KLEMZIG
Bichon Frise X,Y,F,KLEMZIG
Labradoodle,Y,M,OTTOWAY
Schnauzer,Y,F,OTTOWAY
Maltese X,Y,F,OTTOWAY
Fox Terrier X,Y,M,CLEARVIEW
Maltese X,Y,F,ETHELTON
Staffordshire Bull Terrier X,Y,F,ETHELTON
West Highland Terrier X,Y,M,HAMPSTEAD GARDENS
Cross Breed,N,F,PETERHEAD
Kelpie,Y,F,PETERHEAD
British Bulldog,N,M,MANNINGHAM
German Shorthaired Pointer,N,F,ROSEWATER
Maltese X,Y,M,HILLCREST
Labrador,Y,F,NORTHGATE
Fox Terrier,Y,M,NORTHGATE
Tenterfield Terrier,Y,M,NORTHGATE
Blue Heeler X,Y,M,NORTHGATE
Border Collie,N,F,NORTHGATE
West Highland Terrier,Y,M,NORTHGATE
Italian Greyhound,Y,M,NORTHGATE
Italian Greyhound,Y,M,NORTHGATE
Siberian Husky,N,M,NORTHGATE
Schnauzer X - Miniature,Y,F,NORTHGATE
Moodle,Y,M,NORTHGATE
Japanese Spitz,Y,M,NORTHGATE
Maltese X,Y,M,NORTHGATE
Golden Retriever,Y,F,NORTHGATE
White Swiss Shepherd,N,F,NORTHGATE
Poodle X,Y,F,NORTHGATE
Jack Russell Terrier,Y,F,NORTHGATE
Fox Terrier,Y,M,CROYDON PARK
Chihuahua,Y,F,FERRYDEN PARK
Kelpie X,Y,F,FERRYDEN PARK
Red Heeler,Y,F,FERRYDEN PARK
Kelpie X,Y,F,FERRYDEN PARK
Old English Sheepdog,N,F,FERRYDEN PARK
Bull Mastiff X,N,M,FERRYDEN PARK
Labrador,N,M,FERRYDEN PARK
Jack Russell Terrier X,Y,F,FERRYDEN PARK
Kelpie X,Y,F,FERRYDEN PARK
Jack Russell Terrier,Y,M,FERRYDEN PARK
Pomeranian,Y,F,FERRYDEN PARK
Maltese X,Y,F,FERRYDEN PARK
Kelpie X,Y,F,FERRYDEN PARK
Maltese X,Y,F,FERRYDEN PARK
Jack Russell Terrier,Y,F,FERRYDEN PARK
Labrador,Y,F,FERRYDEN PARK
Rottweiler,Y,F,FERRYDEN PARK
Labrador,Y,F,FERRYDEN PARK
Fox Terrier - Miniature,Y,F,FERRYDEN PARK
Fox Terrier,Y,F,FERRYDEN PARK
Jack Russell Terrier,Y,F,NORTHGATE
German Shepherd,N,M,NORTHGATE
Jack Russell Terrier X,Y,M,NORTHGATE
German Shepherd,Y,M,NORTHGATE
Cavalier King Charles Spaniel X,N,M,NORTHGATE
Poodle X,Y,F,NORTHGATE
Fox Terrier,Y,M,NORTHGATE
Corgi X,Y,F,NORTHGATE
Cavalier King Charles Spaniel X,Y,F,NORTHGATE
Maltese,Y,F,NORTHGATE
Maltese,Y,M,NORTHGATE
Jack Russell Terrier,Y,M,BROADVIEW
Maltese X,N,F,OSBORNE
Spoodle,Y,M,SEMAPHORE SOUTH
Spoodle,Y,M,SEMAPHORE SOUTH
Cavalier King Charles Spaniel X,N,M,HILLCREST
Poodle,Y,F,WINDSOR GARDENS
Maltese X,Y,M,WINDSOR GARDENS
Papillion,Y,M,WINDSOR GARDENS
Staffordshire Bull Terrier,Y,F,WINDSOR GARDENS
Malinois X,Y,F,WINDSOR GARDENS
Samoyed,Y,M,WINDSOR GARDENS
Boxer,N,F,WINDSOR GARDENS
Border Collie,Y,M,WINDSOR GARDENS
American Staffordshire Bull Terrier X,Y,M,TAPEROO
Beagle,Y,F,TAPEROO
Beagle,N,F,TAPEROO
Schnauzer X,Y,M,CLEARVIEW
Labrador,Y,F,ENFIELD
Labrador,N,F,ENFIELD
German Shepherd X,N,M,ENFIELD
Kelpie X,N,F,ENFIELD
Cavalier King Charles Spaniel,Y,F,ENFIELD
English Staffordshire Bull Terrier,N,M,LARGS NORTH
Pug,Y,F,LARGS NORTH
Spoodle,N,F,NORTHGATE
Deerhound X,N,M,ENFIELD
Poodle X,Y,M,ENFIELD
Maltese X,Y,M,ENFIELD
Spoodle,Y,M,LARGS BAY
Siberian Husky,Y,F,LARGS BAY
Silky Terrier,N,M,FERRYDEN PARK
Pomeranian X,Y,F,FERRYDEN PARK
Boxer,Y,M,FERRYDEN PARK
American Staffordshire Bull Terrier,N,F,CLEARVIEW
Jack Russell Terrier,Y,M,NORTHFIELD
Jack Russell Terrier,N,F,NORTHFIELD
Collie X,Y,M,NORTHFIELD
Tenterfield Terrier,Y,M,PORT ADELAIDE
Golden Retriever,Y,M,MANNINGHAM
Shih Tzu,Y,F,NORTH HAVEN
French Bulldog,N,F,NORTH HAVEN
Cavoodle,Y,F,ENFIELD
Beagle X,Y,F,WINDSOR GARDENS
Maltese,Y,F,WINDSOR GARDENS
